route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,short_trip_no
A,A_Saturday_1_2505-VMR_0000010,22525945,"Downtown Phoenix Hub",1,,A0001,54198
A,A_Saturday_1_2505-VMR_0000010,22525946,"Downtown Phoenix Hub",1,,A0002,54193
A,A_Saturday_1_2505-VMR_0000010,22525947,"Downtown Phoenix Hub",1,,A0001,54203
A,A_Saturday_1_2505-VMR_0000010,22525948,"Downtown Phoenix Hub",1,,A0002,54205
A,A_Saturday_1_2505-VMR_0000010,22525949,"Downtown Phoenix Hub",1,,A0001,54207
A,A_Saturday_1_2505-VMR_0000010,22525950,"Downtown Phoenix Hub",1,,A0002,54209
A,A_Saturday_1_2505-VMR_0000010,22525951,"Downtown Phoenix Hub",1,,A0002,54309
A,A_Saturday_1_2505-VMR_0000010,22525952,"Downtown Phoenix Hub",1,,A0001,54311
A,A_Saturday_1_2505-VMR_0000010,22525953,"Downtown Phoenix Hub",1,,A0002,54313
A,A_Saturday_1_2505-VMR_0000010,22525954,"Downtown Phoenix Hub",1,,A0002,54318
A,A_Saturday_1_2505-VMR_0000010,22525955,"Downtown Phoenix Hub",1,,A0002,54330
A,A_Saturday_1_2505-VMR_0000010,22525956,"Downtown Phoenix Hub",1,,A0001,54322
A,A_Saturday_1_2505-VMR_0000010,22525957,"Downtown Phoenix Hub",1,,A0002,54325
A,A_Saturday_1_2505-VMR_0000010,22525958,"Downtown Phoenix Hub",1,,A0001,54327
A,A_Saturday_1_2505-VMR_0000010,22525959,"Downtown Phoenix Hub",1,,A0001,54333
A,A_Saturday_1_2505-VMR_0000010,22525960,"Downtown Phoenix Hub",1,,A0002,54335
A,A_Saturday_1_2505-VMR_0000010,22525961,"Downtown Phoenix Hub",1,,A0001,54337
A,A_Saturday_1_2505-VMR_0000010,22525962,"Downtown Phoenix Hub",1,,A0002,54340
A,A_Saturday_1_2505-VMR_0000010,22525963,"Downtown Phoenix Hub",1,,A0001,54342
A,A_Saturday_1_2505-VMR_0000010,22525964,"Downtown Phoenix Hub",1,,A0002,54344
A,A_Saturday_1_2505-VMR_0000010,22525965,"Priest Dr/Washington St",1,,A0011,54346
A,A_Saturday_1_2505-VMR_0000010,22525966,"Priest Dr/Washington St",1,,A0012,54348
A,A_Saturday_1_2505-VMR_0000010,22525967,"Priest Dr/Washington St",1,,A0011,54350
A,A_Saturday_1_2505-VMR_0000010,22525968,"Gilbert Rd/Main St",0,,A0016,54012
A,A_Saturday_1_2505-VMR_0000010,22525969,"Gilbert Rd/Main St",0,,A0015,54020
A,A_Saturday_1_2505-VMR_0000010,22525970,"Gilbert Rd/Main St",0,,A0022,54026
A,A_Saturday_1_2505-VMR_0000010,22525971,"Gilbert Rd/Main St",0,,A0023,54132
A,A_Saturday_1_2505-VMR_0000010,22525972,"Gilbert Rd/Main St",0,,A0023,54130
A,A_Saturday_1_2505-VMR_0000010,22525973,"Gilbert Rd/Main St",0,,A0022,54138
A,A_Saturday_1_2505-VMR_0000010,22525974,"Gilbert Rd/Main St",0,,A0023,54136
A,A_Saturday_1_2505-VMR_0000010,22525975,"Gilbert Rd/Main St",0,,A0023,54147
A,A_Saturday_1_2505-VMR_0000010,22525976,"Gilbert Rd/Main St",0,,A0023,54142
A,A_Saturday_1_2505-VMR_0000010,22525977,"Gilbert Rd/Main St",0,,A0023,54140
A,A_Saturday_1_2505-VMR_0000010,22525978,"Gilbert Rd/Main St",0,,A0022,54150
A,A_Saturday_1_2505-VMR_0000010,22525979,"Gilbert Rd/Main St",0,,A0023,54155
A,A_Saturday_1_2505-VMR_0000010,22525980,"Gilbert Rd/Main St",0,,A0023,54152
A,A_Saturday_1_2505-VMR_0000010,22525981,"Gilbert Rd/Main St",0,,A0023,54160
A,A_Saturday_1_2505-VMR_0000010,22525982,"Gilbert Rd/Main St",0,,A0023,54168
A,A_Saturday_1_2505-VMR_0000010,22525983,"Gilbert Rd/Main St",0,,A0022,54158
A,A_Saturday_1_2505-VMR_0000010,22525984,"Gilbert Rd/Main St",0,,A0023,54164
A,A_Saturday_1_2505-VMR_0000010,22525985,"Gilbert Rd/Main St",0,,A0022,54162
A,A_Saturday_1_2505-VMR_0000010,22525986,"Gilbert Rd/Main St",0,,A0022,54166
A,A_Saturday_1_2505-VMR_0000010,22525987,"Gilbert Rd/Main St",0,,A0022,54170
A,A_Saturday_1_2505-VMR_0000010,22525988,"Gilbert Rd/Main St",0,,A0015,54010
A,A_Saturday_1_2505-VMR_0000010,22525989,"Gilbert Rd/Main St",0,,A0016,54002
A,A_Saturday_1_2505-VMR_0000010,22525990,"Gilbert Rd/Main St",0,,A0015,54004
A,A_Saturday_1_2505-VMR_0000010,22525991,"Gilbert Rd/Main St",0,,A0016,54016
A,A_Saturday_1_2505-VMR_0000010,22525992,"Priest Dr/Washington St",1,,A0012,54353
A,A_Saturday_1_2505-VMR_0000010,22525993,"Gilbert Rd/Main St",0,,A0022,54128
A,A_Saturday_1_2505-VMR_0000010,22525994,"Gilbert Rd/Main St",0,,A0022,54134
A,A_Saturday_1_2505-VMR_0000010,22525995,"Priest Dr/Washington St",1,,A0012,54358
A,A_Saturday_1_2505-VMR_0000010,22525996,"Priest Dr/Washington St",1,,A0011,54356
A,A_Saturday_1_2505-VMR_0000010,22525997,"Priest Dr/Washington St",1,,A0011,54359
A,A_Saturday_1_2505-VMR_0000010,22525998,"Gilbert Rd/Main St",0,,A0022,54019
A,A_Saturday_1_2505-VMR_0000010,22525999,"Gilbert Rd/Main St",0,,A0023,54028
A,A_Saturday_1_2505-VMR_0000010,22526000,"Gilbert Rd/Main St",0,,A0023,54023
A,A_Saturday_1_2505-VMR_0000010,22526001,"Downtown Phoenix Hub",1,,A0019,54196
A,A_Saturday_1_2505-VMR_0000010,22526002,"Gilbert Rd/Main St",0,,A0016,54024
A,A_Saturday_1_2505-VMR_0000010,22526003,"Downtown Phoenix Hub",1,,A0018,54195
A,A_Saturday_1_2505-VMR_0000010,22526004,"Gilbert Rd/Main St",0,,A0015,54014
A,A_Saturday_1_2505-VMR_0000010,22526005,"Downtown Phoenix Hub",1,,A0002,54200
A,A_Saturday_1_2505-VMR_0000010,22526006,"Priest Dr/Washington St",1,,A0012,54361
A,A_Saturday_1_2505-VMR_0000010,22526007,"Downtown Phoenix Hub",1,,A0002,54305
A,A_Saturday_1_2505-VMR_0000010,22526008,"Washington/Central Ave",1,,A0017,54185
A,A_Saturday_1_2505-VMR_0000010,22526009,"Washington/Central Ave",1,,A0017,54188
A,A_Saturday_1_2505-VMR_0000010,22526010,"Washington/Central Ave",1,,A0017,54190
A,A_Saturday_1_2505-VMR_0000010,22526011,"Washington/Central Ave",1,,A0017,54192
A,A_Saturday_1_2505-VMR_0000010,22526012,"Washington/Central Ave",1,,A0017,54197
A,A_Saturday_1_2505-VMR_0000010,22526013,"44th St/Washington",0,,A0020,54153
A,A_Saturday_1_2505-VMR_0000010,22526014,"44th St/Washington",0,,A0020,54145
A,A_Saturday_1_2505-VMR_0000010,22526015,"44th St/Washington",0,,A0020,54177
A,A_Saturday_1_2505-VMR_0000010,22526016,"44th St/Washington",0,,A0021,54175
A,A_Saturday_1_2505-VMR_0000010,22526017,"44th St/Washington",0,,A0021,54179
A,A_Saturday_1_2505-VMR_0000010,22526018,"44th St/Washington",0,,A0020,54173
A,A_Saturday_1_2505-VMR_0000010,22526019,"44th St/Washington",0,,A0021,54171
A,A_Saturday_1_2505-VMR_0000010,22526020,"Downtown Phoenix Hub",1,,A0001,54316
A,A_Saturday_1_2505-VMR_0000010,22526021,"Gilbert Rd/Main St",0,,A0022,54144
A,A_Saturday_1_2505-VMR_0000010,22526022,"Washington/Central Ave",1,,A0017,54202
A,A_Saturday_1_2505-VMR_0000010,22526023,"Washington/Central Ave",1,,A0017,54186
A,A_Saturday_1_2505-VMR_0000010,22526024,"44th St/Washington",0,,A0020,54180
A,A_Saturday_1_2505-VMR_0000010,22526025,"Priest Dr/Washington St",1,,A0012,54314
A,A_Saturday_1_2505-VMR_0000010,22526026,"Priest Dr/Washington St",1,,A0011,54323
A,A_Saturday_1_2505-VMR_0000010,22526027,"Priest Dr/Washington St",1,,A0011,54332
A,A_Saturday_1_2505-VMR_0000010,22526028,"Gilbert Rd/Main St",0,,A0016,54007
A,A_Sunday_1_2505-VMR_0000001,22526635,"Gilbert Rd/Main St",0,,A0008,57029
A,A_Sunday_1_2505-VMR_0000001,22526636,"Gilbert Rd/Main St",0,,A0008,57025
A,A_Sunday_1_2505-VMR_0000001,22526637,"Gilbert Rd/Main St",0,,A0009,57027
A,A_Sunday_1_2505-VMR_0000001,22526638,"Gilbert Rd/Main St",0,,A0009,57031
A,A_Sunday_1_2505-VMR_0000001,22526639,"Gilbert Rd/Main St",0,,A0008,57033
A,A_Sunday_1_2505-VMR_0000001,22526640,"Gilbert Rd/Main St",0,,A0009,57035
A,A_Sunday_1_2505-VMR_0000001,22526641,"Gilbert Rd/Main St",0,,A0008,57037
A,A_Sunday_1_2505-VMR_0000001,22526642,"Gilbert Rd/Main St",0,,A0009,57039
A,A_Sunday_1_2505-VMR_0000001,22526643,"Gilbert Rd/Main St",0,,A0008,57041
A,A_Sunday_1_2505-VMR_0000001,22526644,"Gilbert Rd/Main St",0,,A0009,57043
A,A_Sunday_1_2505-VMR_0000001,22526645,"Gilbert Rd/Main St",0,,A0008,57045
A,A_Sunday_1_2505-VMR_0000001,22526646,"Gilbert Rd/Main St",0,,A0009,57047
A,A_Sunday_1_2505-VMR_0000001,22526647,"Gilbert Rd/Main St",0,,A0008,57049
A,A_Sunday_1_2505-VMR_0000001,22526648,"Gilbert Rd/Main St",0,,A0009,57051
A,A_Sunday_1_2505-VMR_0000001,22526649,"Gilbert Rd/Main St",0,,A0008,57053
A,A_Sunday_1_2505-VMR_0000001,22526650,"Gilbert Rd/Main St",0,,A0009,57055
A,A_Sunday_1_2505-VMR_0000001,22526651,"Gilbert Rd/Main St",0,,A0008,57057
A,A_Sunday_1_2505-VMR_0000001,22526652,"Gilbert Rd/Main St",0,,A0008,57065
A,A_Sunday_1_2505-VMR_0000001,22526653,"Gilbert Rd/Main St",0,,A0009,57059
A,A_Sunday_1_2505-VMR_0000001,22526654,"Gilbert Rd/Main St",0,,A0008,57061
A,A_Sunday_1_2505-VMR_0000001,22526655,"Gilbert Rd/Main St",0,,A0009,57063
A,A_Sunday_1_2505-VMR_0000001,22526656,"Gilbert Rd/Main St",0,,A0009,57071
A,A_Sunday_1_2505-VMR_0000001,22526657,"Gilbert Rd/Main St",0,,A0009,57067
A,A_Sunday_1_2505-VMR_0000001,22526658,"Gilbert Rd/Main St",0,,A0008,57069
A,A_Sunday_1_2505-VMR_0000001,22526659,"Gilbert Rd/Main St",0,,A0008,57077
A,A_Sunday_1_2505-VMR_0000001,22526660,"Gilbert Rd/Main St",0,,A0008,57073
A,A_Sunday_1_2505-VMR_0000001,22526661,"Gilbert Rd/Main St",0,,A0009,57075
A,A_Sunday_1_2505-VMR_0000001,22526662,"Gilbert Rd/Main St",0,,A0009,57079
A,A_Sunday_1_2505-VMR_0000001,22526663,"Gilbert Rd/Main St",0,,A0008,57081
A,A_Sunday_1_2505-VMR_0000001,22526664,"Gilbert Rd/Main St",0,,A0009,57083
A,A_Sunday_1_2505-VMR_0000001,22526665,"Gilbert Rd/Main St",0,,A0008,57085
A,A_Sunday_1_2505-VMR_0000001,22526666,"Gilbert Rd/Main St",0,,A0009,57087
A,A_Sunday_1_2505-VMR_0000001,22526667,"Gilbert Rd/Main St",0,,A0008,57089
A,A_Sunday_1_2505-VMR_0000001,22526668,"Gilbert Rd/Main St",0,,A0009,57091
A,A_Sunday_1_2505-VMR_0000001,22526669,"Gilbert Rd/Main St",0,,A0008,57093
A,A_Sunday_1_2505-VMR_0000001,22526670,"Gilbert Rd/Main St",0,,A0009,57095
A,A_Sunday_1_2505-VMR_0000001,22526671,"Gilbert Rd/Main St",0,,A0008,57097
A,A_Sunday_1_2505-VMR_0000001,22526672,"Downtown Phoenix Hub",1,,A0002,57167
A,A_Sunday_1_2505-VMR_0000001,22526673,"Downtown Phoenix Hub",1,,A0001,57165
A,A_Sunday_1_2505-VMR_0000001,22526674,"Downtown Phoenix Hub",1,,A0002,57171
A,A_Sunday_1_2505-VMR_0000001,22526675,"Downtown Phoenix Hub",1,,A0001,57169
A,A_Sunday_1_2505-VMR_0000001,22526676,"Downtown Phoenix Hub",1,,A0001,57173
A,A_Sunday_1_2505-VMR_0000001,22526677,"Downtown Phoenix Hub",1,,A0001,57177
A,A_Sunday_1_2505-VMR_0000001,22526678,"Downtown Phoenix Hub",1,,A0002,57175
A,A_Sunday_1_2505-VMR_0000001,22526679,"Downtown Phoenix Hub",1,,A0001,57181
A,A_Sunday_1_2505-VMR_0000001,22526680,"Downtown Phoenix Hub",1,,A0002,57179
A,A_Sunday_1_2505-VMR_0000001,22526681,"Downtown Phoenix Hub",1,,A0001,57185
A,A_Sunday_1_2505-VMR_0000001,22526682,"Downtown Phoenix Hub",1,,A0002,57183
A,A_Sunday_1_2505-VMR_0000001,22526683,"Downtown Phoenix Hub",1,,A0002,57191
A,A_Sunday_1_2505-VMR_0000001,22526684,"Downtown Phoenix Hub",1,,A0002,57187
A,A_Sunday_1_2505-VMR_0000001,22526685,"Downtown Phoenix Hub",1,,A0001,57189
A,A_Sunday_1_2505-VMR_0000001,22526686,"Downtown Phoenix Hub",1,,A0001,57193
A,A_Sunday_1_2505-VMR_0000001,22526687,"Downtown Phoenix Hub",1,,A0001,57197
A,A_Sunday_1_2505-VMR_0000001,22526688,"Downtown Phoenix Hub",1,,A0002,57195
A,A_Sunday_1_2505-VMR_0000001,22526689,"Downtown Phoenix Hub",1,,A0002,57199
A,A_Sunday_1_2505-VMR_0000001,22526690,"Downtown Phoenix Hub",1,,A0001,57201
A,A_Sunday_1_2505-VMR_0000001,22526691,"Downtown Phoenix Hub",1,,A0002,57207
A,A_Sunday_1_2505-VMR_0000001,22526692,"Downtown Phoenix Hub",1,,A0001,57205
A,A_Sunday_1_2505-VMR_0000001,22526693,"Downtown Phoenix Hub",1,,A0002,57203
A,A_Sunday_1_2505-VMR_0000001,22526694,"Downtown Phoenix Hub",1,,A0001,57209
A,A_Sunday_1_2505-VMR_0000001,22526695,"Downtown Phoenix Hub",1,,A0002,57215
A,A_Sunday_1_2505-VMR_0000001,22526696,"Downtown Phoenix Hub",1,,A0002,57211
A,A_Sunday_1_2505-VMR_0000001,22526697,"Downtown Phoenix Hub",1,,A0001,57213
A,A_Sunday_1_2505-VMR_0000001,22526698,"Downtown Phoenix Hub",1,,A0001,57217
A,A_Sunday_1_2505-VMR_0000001,22526699,"Downtown Phoenix Hub",1,,A0001,57221
A,A_Sunday_1_2505-VMR_0000001,22526700,"Downtown Phoenix Hub",1,,A0002,57219
A,A_Sunday_1_2505-VMR_0000001,22526701,"Downtown Phoenix Hub",1,,A0001,57225
A,A_Sunday_1_2505-VMR_0000001,22526702,"Downtown Phoenix Hub",1,,A0002,57223
A,A_Sunday_1_2505-VMR_0000001,22526703,"Downtown Phoenix Hub",1,,A0001,57229
A,A_Sunday_1_2505-VMR_0000001,22526704,"Downtown Phoenix Hub",1,,A0002,57227
A,A_Sunday_1_2505-VMR_0000001,22526705,"Downtown Phoenix Hub",1,,A0002,57231
A,A_Sunday_1_2505-VMR_0000001,22526706,"Downtown Phoenix Hub",1,,A0001,57233
A,A_Sunday_1_2505-VMR_0000001,22526707,"Downtown Phoenix Hub",1,,A0002,57152
A,A_Sunday_1_2505-VMR_0000001,22526708,"Downtown Phoenix Hub",1,,A0001,57154
A,A_Sunday_1_2505-VMR_0000001,22526709,"Downtown Phoenix Hub",1,,A0002,57155
A,A_Sunday_1_2505-VMR_0000001,22526710,"Downtown Phoenix Hub",1,,A0001,57157
A,A_Sunday_1_2505-VMR_0000001,22526711,"Downtown Phoenix Hub",1,,A0002,57159
A,A_Sunday_1_2505-VMR_0000001,22526712,"Downtown Phoenix Hub",1,,A0001,57237
A,A_Sunday_1_2505-VMR_0000001,22526713,"Downtown Phoenix Hub",1,,A0002,57239
A,A_Sunday_1_2505-VMR_0000001,22526714,"Downtown Phoenix Hub",1,,A0001,57241
A,A_Sunday_1_2505-VMR_0000001,22526715,"Downtown Phoenix Hub",1,,A0002,57243
A,A_Sunday_1_2505-VMR_0000001,22526716,"Downtown Phoenix Hub",1,,A0001,57245
A,A_Sunday_1_2505-VMR_0000001,22526717,"Downtown Phoenix Hub",1,,A0002,57247
A,A_Sunday_1_2505-VMR_0000001,22526718,"Downtown Phoenix Hub",1,,A0001,57249
A,A_Sunday_1_2505-VMR_0000001,22526719,"Downtown Phoenix Hub",1,,A0002,57251
A,A_Sunday_1_2505-VMR_0000001,22526720,"Downtown Phoenix Hub",1,,A0001,57253
A,A_Sunday_1_2505-VMR_0000001,22526721,"Downtown Phoenix Hub",1,,A0002,57259
A,A_Sunday_1_2505-VMR_0000001,22526722,"Downtown Phoenix Hub",1,,A0002,57255
A,A_Sunday_1_2505-VMR_0000001,22526723,"Downtown Phoenix Hub",1,,A0001,57257
A,A_Sunday_1_2505-VMR_0000001,22526724,"Priest Dr/Washington St",1,,A0011,57267
A,A_Sunday_1_2505-VMR_0000001,22526725,"Gilbert Rd/Main St",0,,A0015,57009
A,A_Sunday_1_2505-VMR_0000001,22526726,"Downtown Phoenix Hub",1,,A0001,57261
A,A_Sunday_1_2505-VMR_0000001,22526727,"Priest Dr/Washington St",1,,A0011,57263
A,A_Sunday_1_2505-VMR_0000001,22526728,"Priest Dr/Washington St",1,,A0012,57265
A,A_Sunday_1_2505-VMR_0000001,22526729,"Gilbert Rd/Main St",0,,A0016,57017
A,A_Sunday_1_2505-VMR_0000001,22526730,"Gilbert Rd/Main St",0,,A0015,57013
A,A_Sunday_1_2505-VMR_0000001,22526731,"Gilbert Rd/Main St",0,,A0009,57019
A,A_Sunday_1_2505-VMR_0000001,22526732,"Gilbert Rd/Main St",0,,A0008,57021
