route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,short_trip_no
104,Local_Saturday_1_2604-VMTM_0000010,23668327,Mesa Riverview,0,,1040015,0,0,61048013
104,Local_Sunday_1_2604-VMTM_0000001,23673413,Mesa Riverview,0,,1040015,0,0,71048013
104,Local_Weekday_1_2604-VMTM_1111100,23658859,Mesa Riverview,0,,1040010,0,0,21269
104,Local_Saturday_1_2604-VMTM_0000010,23668362,Mesa Riverview,0,,1040015,0,0,61048014
104,Local_Sunday_1_2604-VMTM_0000001,23673383,Mesa Riverview,0,,1040015,0,0,71048014
104,Local_Weekday_1_2604-VMTM_1111100,23658860,Mesa Riverview,0,,1040010,0,0,21254
104,Local_Saturday_1_2604-VMTM_0000010,23668330,Mesa Riverview,0,,1040015,0,0,61048015
104,Local_Sunday_1_2604-VMTM_0000001,23673235,Mesa Riverview,0,,1040015,0,0,71048015
104,Local_Weekday_1_2604-VMTM_1111100,23658861,Mesa Riverview,0,,1040010,0,0,21257
104,Local_Saturday_1_2604-VMTM_0000010,23668359,Mesa Riverview,0,,1040015,0,0,61048016
104,Local_Sunday_1_2604-VMTM_0000001,23673270,Mesa Riverview,0,,1040015,0,0,71048016
104,Local_Weekday_1_2604-VMTM_1111100,23658858,Mesa Riverview,0,,1040010,0,0,21284
104,Local_Saturday_1_2604-VMTM_0000010,23668328,Mesa Riverview,0,,1040015,0,0,61048017
104,Local_Sunday_1_2604-VMTM_0000001,23673421,Mesa Riverview,0,,1040015,0,0,71048017
104,Local_Weekday_1_2604-VMTM_1111100,23658862,Mesa Riverview,0,,1040010,0,0,21274
104,Local_Saturday_1_2604-VMTM_0000010,23668364,Mesa Riverview,0,,1040015,0,0,61048018
104,Local_Sunday_1_2604-VMTM_0000001,23673387,Mesa Riverview,0,,1040015,0,0,71048018
104,Local_Weekday_1_2604-VMTM_1111100,23658863,Mesa Riverview,0,,1040010,0,0,21280
104,Local_Saturday_1_2604-VMTM_0000010,23668334,Mesa Riverview,0,,1040015,0,0,61048019
104,Local_Sunday_1_2604-VMTM_0000001,23673240,Mesa Riverview,0,,1040015,0,0,71048019
104,Local_Weekday_1_2604-VMTM_1111100,23658864,Mesa Riverview,0,,1040010,0,0,21259
104,Local_Saturday_1_2604-VMTM_0000010,23668367,Mesa Riverview,0,,1040015,0,0,61048020
104,Local_Sunday_1_2604-VMTM_0000001,23673273,Mesa Riverview,0,,1040015,0,0,71048020
104,Local_Weekday_1_2604-VMTM_1111100,23658865,Mesa Riverview,0,,1040010,0,0,21268
104,Local_Saturday_1_2604-VMTM_0000010,23668336,Mesa Riverview,0,,1040015,0,0,61048021
104,Local_Sunday_1_2604-VMTM_0000001,23673425,Mesa Riverview,0,,1040015,0,0,71048021
104,Local_Weekday_1_2604-VMTM_1111100,23658866,Mesa Riverview,0,,1040010,0,0,21278
104,Local_Saturday_1_2604-VMTM_0000010,23668365,Mesa Riverview,0,,1040015,0,0,61048022
104,Local_Sunday_1_2604-VMTM_0000001,23673391,Mesa Riverview,0,,1040015,0,0,71048022
104,Local_Weekday_1_2604-VMTM_1111100,23658867,Mesa Riverview,0,,1040010,0,0,21282
104,Local_Saturday_1_2604-VMTM_0000010,23668337,Mesa Riverview,0,,1040015,0,0,61048023
104,Local_Sunday_1_2604-VMTM_0000001,23673244,Mesa Riverview,0,,1040015,0,0,71048023
104,Local_Weekday_1_2604-VMTM_1111100,23658868,Mesa Riverview,0,,1040010,0,0,21281
104,Local_Saturday_1_2604-VMTM_0000010,23668371,Mesa Riverview,0,,1040015,0,0,61048024
104,Local_Sunday_1_2604-VMTM_0000001,23673278,Mesa Riverview,0,,1040015,0,0,71048024
104,Local_Weekday_1_2604-VMTM_1111100,23658870,Mesa Riverview,0,,1040010,0,0,21256
104,Local_Saturday_1_2604-VMTM_0000010,23668339,Mesa Riverview,0,,1040015,0,0,61048025
104,Local_Sunday_1_2604-VMTM_0000001,23673426,Mesa Riverview,0,,1040015,0,0,71048025
104,Local_Weekday_1_2604-VMTM_1111100,23658871,Mesa Riverview,0,,1040010,0,0,21260
104,Local_Saturday_1_2604-VMTM_0000010,23668373,Mesa Riverview,0,,1040015,0,0,61048026
104,Local_Sunday_1_2604-VMTM_0000001,23673395,Mesa Riverview,0,,1040015,0,0,71048026
104,Local_Weekday_1_2604-VMTM_1111100,23658872,Mesa Riverview,0,,1040010,0,0,21255
104,Local_Saturday_1_2604-VMTM_0000010,23668343,Mesa Riverview,0,,1040015,0,0,61048027
104,Local_Sunday_1_2604-VMTM_0000001,23673247,Mesa Riverview,0,,1040015,0,0,71048027
104,Local_Weekday_1_2604-VMTM_1111100,23658869,Mesa Riverview,0,,1040010,0,0,21267
104,Local_Saturday_1_2604-VMTM_0000010,23668374,Mesa Riverview,0,,1040015,0,0,61048028
104,Local_Sunday_1_2604-VMTM_0000001,23673283,Mesa Riverview,0,,1040015,0,0,71048028
104,Local_Weekday_1_2604-VMTM_1111100,23658873,Mesa Riverview,0,,1040010,0,0,21283
104,Local_Saturday_1_2604-VMTM_0000010,23668340,Mesa Riverview,0,,1040015,0,0,61048029
104,Local_Sunday_1_2604-VMTM_0000001,23673433,Mesa Riverview,0,,1040015,0,0,71048029
104,Local_Weekday_1_2604-VMTM_1111100,23658874,Mesa Riverview,0,,1040010,0,0,21273
104,Local_Saturday_1_2604-VMTM_0000010,23668376,Mesa Riverview,0,,1040015,0,0,61048030
104,Local_Sunday_1_2604-VMTM_0000001,23673398,Mesa Riverview,0,,1040015,0,0,71048030
104,Local_Weekday_1_2604-VMTM_1111100,23658875,Mesa Riverview,0,,1040010,0,0,22869
104,Local_Saturday_1_2604-VMTM_0000010,23668342,Mesa Riverview,0,,1040015,0,0,61048031
104,Local_Sunday_1_2604-VMTM_0000001,23673251,Mesa Riverview,0,,1040015,0,0,71048031
104,Local_Saturday_1_2604-VMTM_0000010,23668380,Mesa Riverview,0,,1040015,0,0,61048032
104,Local_Sunday_1_2604-VMTM_0000001,23673285,Mesa Riverview,0,,1040015,0,0,71048032
104,Local_Weekday_1_2604-VMTM_1111100,23658249,Mesa Riverview,0,,1040015,0,0,22866
104,Local_Weekday_1_2604-VMTM_1111100,23658248,Mesa Riverview,0,,1040015,0,0,22867
104,Local_Weekday_1_2604-VMTM_1111100,23658251,Mesa Riverview,0,,1040015,0,0,22868
104,Local_Saturday_1_2604-VMTM_0000010,23668347,Southern+Alma Schl,1,,1040016,0,0,61042001
104,Local_Weekday_1_2604-VMTM_1111100,23659273,Hamilton+Morelos,1,,1040023,0,0,21296
104,Local_Sunday_1_2604-VMTM_0000001,23673254,Southern+Alma Schl,1,,1040016,0,0,71042001
104,Local_Saturday_1_2604-VMTM_0000010,23668316,Southern+Alma Schl,1,,1040016,0,0,61042002
104,Local_Weekday_1_2604-VMTM_1111100,23659274,Hamilton+Morelos,1,,1040023,0,0,21311
104,Local_Sunday_1_2604-VMTM_0000001,23673405,Southern+Alma Schl,1,,1040016,0,0,71042002
104,Local_Saturday_1_2604-VMTM_0000010,23668349,Southern+Alma Schl,1,,1040016,0,0,61042003
104,Local_Weekday_1_2604-VMTM_1111100,23659275,Hamilton+Morelos,1,,1040023,0,0,21303
104,Local_Sunday_1_2604-VMTM_0000001,23673371,Southern+Alma Schl,1,,1040016,0,0,71042003
104,Local_Saturday_1_2604-VMTM_0000010,23668318,Southern+Alma Schl,1,,1040016,0,0,61042004
104,Local_Weekday_1_2604-VMTM_1111100,23659278,Hamilton+Morelos,1,,1040023,0,0,21313
104,Local_Sunday_1_2604-VMTM_0000001,23673226,Southern+Alma Schl,1,,1040016,0,0,71042004
104,Local_Saturday_1_2604-VMTM_0000010,23668351,Southern+Alma Schl,1,,1040016,0,0,61042005
104,Local_Weekday_1_2604-VMTM_1111100,23659276,Hamilton+Morelos,1,,1040023,0,0,21300
104,Local_Sunday_1_2604-VMTM_0000001,23673258,Southern+Alma Schl,1,,1040016,0,0,71042005
104,Local_Saturday_1_2604-VMTM_0000010,23668320,Southern+Alma Schl,1,,1040016,0,0,61042006
104,Local_Weekday_1_2604-VMTM_1111100,23659279,Hamilton+Morelos,1,,1040023,0,0,21289
104,Local_Sunday_1_2604-VMTM_0000001,23673409,Southern+Alma Schl,1,,1040016,0,0,71042006
104,Local_Saturday_1_2604-VMTM_0000010,23668353,Southern+Alma Schl,1,,1040016,0,0,61042007
104,Local_Weekday_1_2604-VMTM_1111100,23659280,Hamilton+Morelos,1,,1040023,0,0,21290
104,Local_Sunday_1_2604-VMTM_0000001,23673377,Southern+Alma Schl,1,,1040016,0,0,71042007
104,Local_Saturday_1_2604-VMTM_0000010,23668324,Southern+Alma Schl,1,,1040016,0,0,61042008
104,Local_Weekday_1_2604-VMTM_1111100,23659277,Hamilton+Morelos,1,,1040023,0,0,21314
104,Local_Sunday_1_2604-VMTM_0000001,23673229,Southern+Alma Schl,1,,1040016,0,0,71042008
104,Local_Saturday_1_2604-VMTM_0000010,23668355,Southern+Alma Schl,1,,1040016,0,0,61042009
104,Local_Weekday_1_2604-VMTM_1111100,23659282,Hamilton+Morelos,1,,1040023,0,0,21306
104,Local_Sunday_1_2604-VMTM_0000001,23673260,Southern+Alma Schl,1,,1040016,0,0,71042009
104,Local_Saturday_1_2604-VMTM_0000010,23668326,Southern+Alma Schl,1,,1040016,0,0,61042010
104,Local_Weekday_1_2604-VMTM_1111100,23659283,Hamilton+Morelos,1,,1040023,0,0,21307
104,Local_Sunday_1_2604-VMTM_0000001,23673415,Southern+Alma Schl,1,,1040016,0,0,71042010
104,Local_Saturday_1_2604-VMTM_0000010,23668357,Southern+Alma Schl,1,,1040016,0,0,61042011
104,Local_Weekday_1_2604-VMTM_1111100,23659285,Hamilton+Morelos,1,,1040023,0,0,21304
104,Local_Sunday_1_2604-VMTM_0000001,23673376,Southern+Alma Schl,1,,1040016,0,0,71042011
104,Local_Saturday_1_2604-VMTM_0000010,23668323,Southern+Alma Schl,1,,1040016,0,0,61042012
104,Local_Weekday_1_2604-VMTM_1111100,23659286,Hamilton+Morelos,1,,1040023,0,0,21288
104,Local_Sunday_1_2604-VMTM_0000001,23673233,Southern+Alma Schl,1,,1040016,0,0,71042012
104,Local_Saturday_1_2604-VMTM_0000010,23668361,Southern+Alma Schl,1,,1040016,0,0,61042013
104,Local_Weekday_1_2604-VMTM_1111100,23659284,Hamilton+Morelos,1,,1040023,0,0,21297
104,Local_Sunday_1_2604-VMTM_0000001,23673268,Southern+Alma Schl,1,,1040016,0,0,71042013
104,Local_Saturday_1_2604-VMTM_0000010,23668329,Southern+Alma Schl,1,,1040016,0,0,61042014
104,Local_Weekday_1_2604-VMTM_1111100,23659281,Hamilton+Morelos,1,,1040023,0,0,21315
104,Local_Sunday_1_2604-VMTM_0000001,23673418,Southern+Alma Schl,1,,1040016,0,0,71042014
104,Local_Saturday_1_2604-VMTM_0000010,23668363,Southern+Alma Schl,1,,1040016,0,0,61042015
104,Local_Weekday_1_2604-VMTM_1111100,23659288,Hamilton+Morelos,1,,1040023,0,0,21309
104,Local_Sunday_1_2604-VMTM_0000001,23673380,Southern+Alma Schl,1,,1040016,0,0,71042015
104,Local_Saturday_1_2604-VMTM_0000010,23668331,Southern+Alma Schl,1,,1040016,0,0,61042016
104,Local_Weekday_1_2604-VMTM_1111100,23659289,Hamilton+Morelos,1,,1040023,0,0,21295
104,Local_Sunday_1_2604-VMTM_0000001,23673236,Southern+Alma Schl,1,,1040016,0,0,71042016
104,Local_Saturday_1_2604-VMTM_0000010,23668360,Southern+Alma Schl,1,,1040016,0,0,61042017
104,Local_Weekday_1_2604-VMTM_1111100,23659291,Hamilton+Morelos,1,,1040023,0,0,21292
104,Local_Sunday_1_2604-VMTM_0000001,23673271,Southern+Alma Schl,1,,1040016,0,0,71042017
104,Local_Saturday_1_2604-VMTM_0000010,23668332,Southern+Alma Schl,1,,1040016,0,0,61042018
104,Local_Weekday_1_2604-VMTM_1111100,23659287,Hamilton+Morelos,1,,1040023,0,0,21301
104,Local_Sunday_1_2604-VMTM_0000001,23673419,Southern+Alma Schl,1,,1040016,0,0,71042018
104,Local_Saturday_1_2604-VMTM_0000010,23668366,Southern+Alma Schl,1,,1040016,0,0,61042019
104,Local_Weekday_1_2604-VMTM_1111100,23659292,Hamilton+Morelos,1,,1040023,0,0,21298
104,Local_Sunday_1_2604-VMTM_0000001,23673388,Southern+Alma Schl,1,,1040016,0,0,71042019
104,Local_Saturday_1_2604-VMTM_0000010,23668335,Southern+Alma Schl,1,,1040016,0,0,61042020
104,Local_Weekday_1_2604-VMTM_1111100,23659293,Hamilton+Morelos,1,,1040023,0,0,21299
104,Local_Sunday_1_2604-VMTM_0000001,23673238,Southern+Alma Schl,1,,1040016,0,0,71042020
104,Local_Saturday_1_2604-VMTM_0000010,23668368,Southern+Alma Schl,1,,1040016,0,0,61042021
104,Local_Weekday_1_2604-VMTM_1111100,23659290,Hamilton+Morelos,1,,1040023,0,0,21308
104,Local_Sunday_1_2604-VMTM_0000001,23673274,Southern+Alma Schl,1,,1040016,0,0,71042021
104,Local_Saturday_1_2604-VMTM_0000010,23668333,Southern+Alma Schl,1,,1040016,0,0,61042022
104,Local_Weekday_1_2604-VMTM_1111100,23659294,Hamilton+Morelos,1,,1040023,0,0,21312
104,Local_Sunday_1_2604-VMTM_0000001,23673427,Southern+Alma Schl,1,,1040016,0,0,71042022
104,Local_Saturday_1_2604-VMTM_0000010,23668369,Southern+Alma Schl,1,,1040016,0,0,61042023
104,Local_Weekday_1_2604-VMTM_1111100,23659295,Hamilton+Morelos,1,,1040023,0,0,21305
104,Local_Sunday_1_2604-VMTM_0000001,23673392,Southern+Alma Schl,1,,1040016,0,0,71042023
104,Local_Saturday_1_2604-VMTM_0000010,23668338,Southern+Alma Schl,1,,1040016,0,0,61042024
104,Local_Weekday_1_2604-VMTM_1111100,23659296,Hamilton+Morelos,1,,1040023,0,0,21291
104,Local_Sunday_1_2604-VMTM_0000001,23673245,Southern+Alma Schl,1,,1040016,0,0,71042024
104,Local_Saturday_1_2604-VMTM_0000010,23668372,Southern+Alma Schl,1,,1040016,0,0,61042025
104,Local_Weekday_1_2604-VMTM_1111100,23659297,Hamilton+Morelos,1,,1040023,0,0,21293
104,Local_Sunday_1_2604-VMTM_0000001,23673275,Southern+Alma Schl,1,,1040016,0,0,71042025
104,Local_Saturday_1_2604-VMTM_0000010,23668341,Southern+Alma Schl,1,,1040016,0,0,61042026
104,Local_Weekday_1_2604-VMTM_1111100,23659299,Hamilton+Morelos,1,,1040023,0,0,21286
104,Local_Sunday_1_2604-VMTM_0000001,23673428,Southern+Alma Schl,1,,1040016,0,0,71042026
104,Local_Saturday_1_2604-VMTM_0000010,23668370,Southern+Alma Schl,1,,1040016,0,0,61042027
104,Local_Weekday_1_2604-VMTM_1111100,23659300,Hamilton+Morelos,1,,1040023,0,0,21294
104,Local_Sunday_1_2604-VMTM_0000001,23673396,Southern+Alma Schl,1,,1040016,0,0,71042027
104,Local_Saturday_1_2604-VMTM_0000010,23668344,Southern+Alma Schl,1,,1040016,0,0,61042028
104,Local_Weekday_1_2604-VMTM_1111100,23659298,Hamilton+Morelos,1,,1040023,0,0,21287
104,Local_Sunday_1_2604-VMTM_0000001,23673248,Southern+Alma Schl,1,,1040016,0,0,71042028
104,Local_Saturday_1_2604-VMTM_0000010,23668375,Southern+Alma Schl,1,,1040016,0,0,61042029
104,Local_Weekday_1_2604-VMTM_1111100,23659301,Hamilton+Morelos,1,,1040023,0,0,21285
104,Local_Sunday_1_2604-VMTM_0000001,23673279,Southern+Alma Schl,1,,1040016,0,0,71042029
104,Local_Saturday_1_2604-VMTM_0000010,23668345,Southern+Alma Schl,1,,1040016,0,0,61042030
104,Local_Weekday_1_2604-VMTM_1111100,23659303,Southern+Alma Schl,1,,1040016,0,0,21302
104,Local_Sunday_1_2604-VMTM_0000001,23673434,Southern+Alma Schl,1,,1040016,0,0,71042030
104,Local_Saturday_1_2604-VMTM_0000010,23668378,Southern+Alma Schl,1,,1040016,0,0,61042031
104,Local_Weekday_1_2604-VMTM_1111100,23659304,Southern+Alma Schl,1,,1040016,0,0,21310
104,Local_Sunday_1_2604-VMTM_0000001,23673399,Southern+Alma Schl,1,,1040016,0,0,71042031
104,Local_Saturday_1_2604-VMTM_0000010,23668346,Southern+Alma Schl,1,,1040016,0,0,61042032
104,Local_Weekday_1_2604-VMTM_1111100,23659305,Southern+Alma Schl,1,,1040016,0,0,22870
104,Local_Sunday_1_2604-VMTM_0000001,23673252,Southern+Alma Schl,1,,1040016,0,0,71042032
104,Local_Weekday_1_2604-VMTM_1111100,23659302,Southern+Alma Schl,1,,1040016,0,0,22871
104,Local_Weekday_1_2604-VMTM_1111100,23659306,Southern+Alma Schl,1,,1040016,0,0,22872
104,Local_Weekday_1_2604-VMTM_1111100,23659307,Southern+Alma Schl,1,,1040016,0,0,22873
106,Local_Weekday_10_2604-PHNS_1111100,23867805,Dunlap+3rd St,0,,1060083,0,0,90771
106,Local_Weekday_10_2604-PHNS_1111100,23866473,Dunlap+3rd St,0,,1060079,0,0,2085
106,Local_Weekday_10_2604-PHNS_1111100,23867813,Dunlap+3rd St,0,,1060083,0,0,90772
106,Local_Saturday_10_2604-PHNS_0000010,23873191,Dunlap+3rd St,0,,1060083,0,0,5892
106,Local_Sunday_10_2604-PHNS_0000001,23877231,Dunlap+3rd St,0,,1060083,0,0,86398
106,Local_Weekday_10_2604-PHNS_1111100,23866483,Dunlap+3rd St,0,,1060078,0,0,2088
106,Local_Weekday_10_2604-PHNS_1111100,23866488,Dunlap+3rd St,0,,1060079,0,0,2091
106,Local_Saturday_10_2604-PHNS_0000010,23873194,Dunlap+3rd St,0,,1060083,0,0,5893
106,Local_Sunday_10_2604-PHNS_0000001,23877232,Dunlap+3rd St,0,,1060083,0,0,86399
106,Local_Weekday_10_2604-PHNS_1111100,23866494,Dunlap+3rd St,0,,1060079,0,0,2094
