trip_id,trip_property_id,value
SWKDYWCPeriod-816578-519,note,Waits at Framingham for Train 1517
SWKDYWCPeriod-816578-519,trip_type,wait
SWKDYWCPeriod-816511-1558,note,Waits at Framingham for Train 556
SWKDYWCPeriod-816511-1558,trip_type,wait
SWKDYWCPeriod-816513-1562,note,Waits at Framingham for Train 560
SWKDYWCPeriod-816513-1562,trip_type,wait
JFKStops-834885-5806,note,Waits at Readville for Train 5706
JFKStops-834885-5806,trip_type,wait
JFKStops-834903-5892,note,Waits at Readville for Train 5792
JFKStops-834903-5892,trip_type,wait
JFKStops-834888-5824,note,Waits at Readville for Train 5724
JFKStops-834888-5824,trip_type,wait
JFKStops-834901-5884,note,Waits at Readville for Train 5784
JFKStops-834901-5884,trip_type,wait
JFKStops-834898-5868,note,Waits at Readville for Train 5768
JFKStops-834898-5868,trip_type,wait
JFKStops-834900-5878,note,Waits at Readville for Train 5778
JFKStops-834900-5878,trip_type,wait
JFKStops-834896-5856,note,Waits at Readville for Train 5754
JFKStops-834896-5856,trip_type,wait
JFKStops-834889-5830,note,Waits at Readville for Train 5730
JFKStops-834889-5830,trip_type,wait
JFKStops-834891-5838,note,Waits at Readville for Train 5738
JFKStops-834891-5838,trip_type,wait
JFKStops-834893-5846,note,Waits at Readville for Train 5746
JFKStops-834893-5846,trip_type,wait
JFKStops-835156-6047,note,Waits at Braintree for Train 7047
JFKStops-835156-6047,trip_type,wait
JFKStops-835187-6979,note,Waits at East Taunton for Train 7029
JFKStops-835187-6979,trip_type,wait
JFKStops-835042-5715,note,Waits at Readville for Train 5815
JFKStops-835042-5715,trip_type,wait
JFKStops-835094-5721,note,Waits at Readville for Train 5821
JFKStops-835094-5721,trip_type,wait
JFKStops-835118-5731,note,Waits at Readville for Train 5831
JFKStops-835118-5731,trip_type,wait
JFKStops-835120-5739,note,Waits at Readville for Train 5839
JFKStops-835120-5739,trip_type,wait
JFKStops-835123-5747,note,Waits at Readville for Train 5847
JFKStops-835123-5747,trip_type,wait
JFKStops-835116-5755,note,Waits at Readville for Train 5855
JFKStops-835116-5755,trip_type,wait
JFKStops-835114-5767,note,Waits at Readville for Train 5867
JFKStops-835114-5767,trip_type,wait
JFKStops-835122-5777,note,Waits at Readville for Train 5877
JFKStops-835122-5777,trip_type,wait
JFKStops-835111-5785,note,Waits at Readville for Train 5885
JFKStops-835111-5785,trip_type,wait
JFKStops-835091-5793,note,Waits at Readville for Train 5893
JFKStops-835091-5793,trip_type,wait
NorthBase-825779-429,note,Waits at Littleton/Route 495 for Train 1427
NorthBase-825779-429,trip_type,wait
NorthBase-825657-1408,note,Waits at Littleton/Route 495 for Train 406
NorthBase-825657-1408,trip_type,wait
WCGameDay-817819-1047,note,Waits at Braintree for Train 2047
WCGameDay-817819-1047,trip_type,wait
June13-821098-6979,note,Waits at East Taunton for Train 7029
June13-821098-6979,trip_type,wait
SouthBase-826221-874,note,Waits at Readville for Train 776
SouthBase-826221-874,trip_type,wait
SouthBase-826232-908,note,Waits at Readville for Train 1708
SouthBase-826232-908,trip_type,wait
SouthBase-826260-984,note,Waits at Readville for Train 784
SouthBase-826260-984,trip_type,wait
SouthBase-826228-892,note,Waits at Readville for Train 792
SouthBase-826228-892,trip_type,wait
SouthBase-826214-856,note,Waits at Readville for Train 1756
SouthBase-826214-856,trip_type,wait
SouthBase-825916-1047,note,Waits at Braintree for Train 2047
SouthBase-825916-1047,trip_type,wait
SouthBase-826076-2055,note,Waits at East Taunton for Train 1905
SouthBase-826076-2055,trip_type,wait
SouthBase-826077-2059,note,Waits at East Taunton for Train 1909
SouthBase-826077-2059,trip_type,wait
SouthBase-826078-2061,note,Waits at East Taunton for Train 1911
SouthBase-826078-2061,trip_type,wait
SouthBase-826080-2065,note,Waits at East Taunton for Train 1915
SouthBase-826080-2065,trip_type,wait
SouthBase-826081-2067,note,Waits at East Taunton for Train 1917
SouthBase-826081-2067,trip_type,wait
SouthBase-826082-2069,note,Waits at East Taunton for Train 1919
SouthBase-826082-2069,trip_type,wait
SouthBase-826083-2075,note,Waits at East Taunton for Train 1925
SouthBase-826083-2075,trip_type,wait
SouthBase-826085-2089,note,Waits at East Taunton for Train 1939
SouthBase-826085-2089,trip_type,wait
SouthBase-826047-1971,note,Waits at East Taunton for Train 2021
SouthBase-826047-1971,trip_type,wait
SouthBase-826053-1983,note,Waits at East Taunton for Train 2033
SouthBase-826053-1983,trip_type,wait
SouthBase-826055-1987,note,Waits at East Taunton for Train 2037
SouthBase-826055-1987,trip_type,wait
SouthBase-826057-1991,note,Waits at East Taunton for Train 2041
SouthBase-826057-1991,trip_type,wait
SouthBase-826060-2010,note,Waits at East Taunton for Train 1960
SouthBase-826060-2010,trip_type,wait
SouthBase-826061-2016,note,Waits at East Taunton for Train 1966
SouthBase-826061-2016,trip_type,wait
SouthBase-826063-2022,note,Waits at East Taunton for Train 1972
SouthBase-826063-2022,trip_type,wait
SouthBase-826064-2024,note,Waits at East Taunton for Train 1974
SouthBase-826064-2024,trip_type,wait
SouthBase-826065-2026,note,Waits at East Taunton for Train 1976
SouthBase-826065-2026,trip_type,wait
SouthBase-826066-2028,note,Waits at East Taunton for Train 1978
SouthBase-826066-2028,trip_type,wait
SouthBase-826068-2030,note,Waits at East Taunton for Train 1980
SouthBase-826068-2030,trip_type,wait
SouthBase-826070-2034,note,Waits at East Taunton for Train 1984
SouthBase-826070-2034,trip_type,wait
SouthBase-826072-2038,note,Waits at East Taunton for Train 1988
SouthBase-826072-2038,trip_type,wait
SouthBase-826074-2044,note,Waits at East Taunton for Train 1994
SouthBase-826074-2044,trip_type,wait
SouthBase-826035-1912,note,Waits at East Taunton for Train 2062
SouthBase-826035-1912,trip_type,wait
SouthBase-826041-1936,note,Waits at East Taunton for Train 2086
SouthBase-826041-1936,trip_type,wait
SouthBase-826043-1942,note,Waits at East Taunton for Train 2092
SouthBase-826043-1942,trip_type,wait
SouthBase-830550-1785,note,Waits at Readville for Train 885
SouthBase-830550-1785,trip_type,wait
SouthBase-830534-1775,note,Waits at Readville for Train 875
SouthBase-830534-1775,trip_type,wait
SouthBase-830597-793,note,Waits at Readville for Train 893
SouthBase-830597-793,trip_type,wait
SouthBase-830591-689,note,Waits at Forest Hills for Train 889
SouthBase-830591-689,trip_type,wait
SouthBase-830588-693,note,Waits at Forest Hills for Train 893
SouthBase-830588-693,trip_type,wait
SouthBase-826119-571,note,Waits at West Natick for Train 1567
SouthBase-826119-571,trip_type,wait
SouthBase-826117-565,note,Waits at West Natick for Train 1561
SouthBase-826117-565,trip_type,wait
SouthBase-826112-553,note,Waits at West Natick for Train 1551
SouthBase-826112-553,trip_type,wait
SouthBase-826115-559,note,Waits at West Natick for Train 1555
SouthBase-826115-559,trip_type,wait
SouthBase-825942-1512,note,Waits at West Natick for Train 510
SouthBase-825942-1512,trip_type,wait
SouthBase-825943-1516,note,Waits at West Natick for Train 514
SouthBase-825943-1516,trip_type,wait
SouthBase-825945-1522,note,Waits at West Natick for Train 518
SouthBase-825945-1522,trip_type,wait
SouthBase-826094-515,note,Waits at Framingham for Train 1511
SouthBase-826094-515,trip_type,wait
SouthBase-826096-519,note,Waits at Framingham for Train 1517
SouthBase-826096-519,trip_type,wait
SouthBase-825945-1522,note,Waits at Framingham for Train 520
SouthBase-825945-1522,trip_type,wait
SouthBase-825948-1558,note,Waits at Framingham for Train 556
SouthBase-825948-1558,trip_type,wait
SouthBase-825950-1562,note,Waits at Framingham for Train 560
SouthBase-825950-1562,trip_type,wait
SouthBase-793087-5806,note,Waits at Readville for Train 5706
SouthBase-793087-5806,trip_type,wait
SouthBase-793105-5892,note,Waits at Readville for Train 5792
SouthBase-793105-5892,trip_type,wait
SouthBase-793090-5824,note,Waits at Readville for Train 5724
SouthBase-793090-5824,trip_type,wait
SouthBase-793103-5884,note,Waits at Readville for Train 5784
SouthBase-793103-5884,trip_type,wait
SouthBase-793100-5868,note,Waits at Readville for Train 5768
SouthBase-793100-5868,trip_type,wait
SouthBase-793102-5878,note,Waits at Readville for Train 5778
SouthBase-793102-5878,trip_type,wait
SouthBase-793098-5856,note,Waits at Readville for Train 5754
SouthBase-793098-5856,trip_type,wait
SouthBase-793091-5830,note,Waits at Readville for Train 5730
SouthBase-793091-5830,trip_type,wait
SouthBase-793093-5838,note,Waits at Readville for Train 5738
SouthBase-793093-5838,trip_type,wait
SouthBase-793095-5846,note,Waits at Readville for Train 5746
SouthBase-793095-5846,trip_type,wait
SouthBase-793124-6047,note,Waits at Braintree for Train 7047
SouthBase-793124-6047,trip_type,wait
SouthBase-793169-6979,note,Waits at East Taunton for Train 7029
SouthBase-793169-6979,trip_type,wait
SouthBase-830380-5715,note,Waits at Readville for Train 5815
SouthBase-830380-5715,trip_type,wait
SouthBase-830432-5721,note,Waits at Readville for Train 5821
SouthBase-830432-5721,trip_type,wait
SouthBase-830456-5731,note,Waits at Readville for Train 5831
SouthBase-830456-5731,trip_type,wait
SouthBase-830458-5739,note,Waits at Readville for Train 5839
SouthBase-830458-5739,trip_type,wait
SouthBase-830461-5747,note,Waits at Readville for Train 5847
SouthBase-830461-5747,trip_type,wait
SouthBase-830454-5755,note,Waits at Readville for Train 5855
SouthBase-830454-5755,trip_type,wait
SouthBase-830452-5767,note,Waits at Readville for Train 5867
SouthBase-830452-5767,trip_type,wait
SouthBase-830460-5777,note,Waits at Readville for Train 5877
SouthBase-830460-5777,trip_type,wait
SouthBase-830449-5785,note,Waits at Readville for Train 5885
SouthBase-830449-5785,trip_type,wait
SouthBase-830429-5793,note,Waits at Readville for Train 5893
SouthBase-830429-5793,trip_type,wait
